# id,k,j,i
835687,3,6,3
835688,2,5,4
835689,2,5,3
835690,2,6,2
835691,2,6,3
835692,2,6,3
835693,2,6,2
835694,3,5,3
835695,2,5,4
835696,2,6,3
835697,3,6,3
835698,2,6,2
835699,2,6,2
835700,2,6,2
835701,3,6,2
835702,2,6,3
835703,3,5,2
835704,2,6,2
835705,2,5,3
835706,2,6,2
835707,2,6,2
835708,1,6,3
835709,2,6,3
835710,1,6,4
835711,2,6,3
838507,2,6,2
838508,2,6,2
838509,2,6,3
838510,2,6,2
838511,1,6,2
838512,1,6,3
838513,2,6,2
838514,2,6,2
838515,2,6,2
838516,1,5,2
838517,2,5,3
838518,2,6,2
838519,2,6,3
838520,2,6,2
838521,2,6,3
838522,2,6,3
838523,2,6,2
838524,2,6,2
838525,2,6,3
838526,2,6,2
838527,2,6,2
838528,2,6,2
838529,2,6,3
838530,2,6,2
838531,3,6,1
838533,2,6,2
838534,2,6,2
838536,2,6,1
838537,2,6,3
838538,2,6,2
838539,2,6,3
838540,2,6,2
838541,1,6,2
838542,2,6,2
838543,1,6,2
838545,2,6,2
840343,3,6,3
840347,3,6,2
840348,3,6,2
840351,3,6,2
840363,2,5,2
840365,2,6,2
840368,3,5,4
840635,2,6,4
840636,1,6,3
840637,1,6,3
840638,3,5,3
840639,2,6,3
840640,2,5,3
840641,1,6,3
840642,2,5,3
840643,2,6,2
840644,2,6,3
840645,2,6,3
840646,2,6,3
840648,2,6,3
840649,2,6,3
840650,2,6,2
840651,2,6,3
840652,3,6,2
840653,1,6,2
840654,2,6,3
840655,2,6,3
840656,2,6,2
840659,1,6,2
841152,2,5,1
841153,1,5,3
841154,2,5,2
841155,1,5,3
841156,2,5,2
841157,1,5,3
841158,2,5,2
841159,1,5,3
841160,2,5,2
841161,1,5,3
841162,2,5,2
841164,2,5,2
841165,1,5,2
841166,2,5,2
841167,1,5,2
841168,2,5,2
841169,1,5,2
841170,2,5,2
841171,1,5,3
841172,2,5,2
841173,1,5,3
841174,2,5,2
841175,1,5,3
841176,2,5,2
841177,1,5,2
841178,2,5,2
841179,1,5,2
841180,2,5,1
841181,1,5,3
841183,1,5,2
841184,2,5,2
841185,1,5,3
841186,2,5,2
841187,1,5,3
841188,2,5,2
841189,1,5,3
841190,2,5,2
841191,1,5,3
841192,2,5,2
841193,1,5,3
841194,1,5,3
841195,2,5,2
841196,2,5,2
841197,1,5,3
841198,1,5,4
841199,2,5,3
841200,1,5,3
841201,2,5,2
841203,2,5,2
841205,2,5,3
841206,2,5,3
841207,1,4,4
841208,2,5,2
841209,2,5,3
841210,2,5,3
841212,1,5,3
841213,2,4,2
841215,1,5,3
841216,2,5,2
841218,2,4,2
841220,1,5,3
841221,2,5,2
841222,1,5,4
841223,2,5,2
841225,2,5,2
841226,1,5,3
841227,2,5,2
841231,3,5,2
841233,1,5,2
841235,1,5,3
841236,2,5,2
841239,2,5,2
841240,2,5,2
841241,1,5,3
841242,1,5,3
841243,2,5,2
841244,1,5,3
841245,2,5,2
841247,2,5,2
841248,1,5,2
841250,2,5,2
841251,1,5,3
841252,2,5,2
841253,1,5,3
841254,2,4,2
841255,1,5,3
841256,2,5,2
841257,1,5,3
841258,2,5,2
841259,1,5,3
841260,2,5,2
841261,1,5,3
841262,2,5,2
841264,2,5,2
841265,1,5,2
844049,4,7,2
844050,6,5,4
844051,6,5,5
844052,6,5,3
844053,6,5,3
844054,6,4,3
844055,6,4,3
844056,6,4,3
844057,5,6,4
844058,5,6,4
844059,6,3,3
844060,6,5,3
844061,6,4,3
844062,6,5,3
844063,6,5,3
844064,5,3,4
844065,7,6,3
844067,5,4,4
844068,5,4,4
844069,6,6,4
844070,6,3,3
844071,6,4,3
844072,6,6,2
844073,6,6,3
844074,6,6,2
844075,5,6,5
844076,5,6,5
844077,5,6,5
844078,6,7,5
844079,6,6,4
844080,6,5,3
844081,6,4,3
844082,5,4,3
844083,6,5,3
844084,5,4,3
844085,6,4,3
844086,5,5,5
844087,5,6,5
844088,5,6,5
844089,5,5,5
844090,6,5,3
844091,6,6,3
844092,6,3,4
844093,6,6,3
844094,6,5,3
844095,5,5,5
844096,5,5,5
844097,7,5,2
844098,5,5,0
844099,6,5,2
844100,6,5,2
844101,5,5,5
844102,3,6,7
844103,6,5,4
844104,6,3,3
844105,5,6,5
844106,4,5,7
844107,6,4,3
844108,5,4,3
844110,3,4,7
844111,6,6,5
844112,6,4,3
844113,4,3,6
844114,5,6,6
844115,5,5,5
844116,3,4,7
844117,6,5,4
844118,3,4,6
844119,6,4,3
844120,5,5,5
844121,5,5,6
844122,6,6,4
844123,4,4,6
844124,6,5,4
844125,6,6,4
844126,6,4,4
844127,5,6,5
844128,6,3,2
844129,6,4,2
844130,6,5,2
844131,5,4,2
844132,5,3,1
844133,5,4,5
844134,4,6,6
844135,6,3,2
844136,6,4,5
844137,6,6,4
844138,5,6,6
844139,5,6,5
844140,6,6,1
844141,6,5,2
844142,6,6,2
844143,5,5,6
844144,4,6,6
844145,5,3,4
844146,7,6,2
844147,6,5,5
844148,6,5,1
844149,5,4,5
844150,5,6,5
844151,5,4,2
844152,5,4,2
844153,5,4,0
844154,6,5,2
844155,6,4,2
844156,5,4,5
844157,4,5,5
844158,5,3,3
844159,5,3,2
844160,6,4,2
844161,2,5,6
844162,7,5,1
844163,6,4,2
844164,5,4,4
844165,5,3,3
844166,5,4,5
844167,5,4,5
844168,5,4,5
844169,5,4,6
844170,5,4,4
844171,5,4,4
844172,5,3,4
844173,6,4,3
844174,6,4,3
844175,6,4,2
844176,4,3,5
844177,6,4,3
844178,6,5,4
844179,6,4,2
844180,6,4,2
844181,6,4,3
844182,5,4,5
844183,6,4,2
844184,6,4,1
844185,6,5,2
844186,6,5,2
844187,6,5,2
844188,5,3,0
844189,6,4,3
844190,6,4,3
844191,6,5,3
844192,6,4,3
844193,5,3,4
844194,5,5,5
844195,5,4,5
844196,5,4,5
844197,5,4,5
844198,5,5,5
844199,5,4,5
844200,5,4,5
844201,6,5,3
844202,5,5,5
844203,3,5,6
844205,6,5,3
844206,6,4,3
844207,5,3,5
844208,3,5,6
844209,6,5,2
844210,5,4,5
844211,4,5,6
844212,5,4,5
844213,6,5,2
844214,6,5,1
844215,5,4,5
844216,3,5,7
844217,6,4,2
844218,5,4,5
844219,6,4,4
844220,4,4,6
844221,6,4,3
844222,6,5,3
844223,3,5,6
844224,6,5,4
844225,6,5,2
844226,6,3,3
844228,6,4,3
844229,5,5,5
844230,3,5,7
844231,6,4,2
844232,6,5,1
844233,2,5,6
844234,6,4,3
844235,6,4,2
844236,5,4,5
844237,3,5,6
844238,6,5,4
844239,6,4,3
844240,5,4,6
844241,6,4,3
844242,5,5,5
844243,6,4,2
844244,3,5,6
844245,6,5,2
844246,5,4,6
844247,6,4,3
844248,3,5,7
844249,6,5,3
844250,6,4,4
844251,5,5,6
844252,6,4,3
844253,5,4,2
844254,5,4,1
844255,5,4,5
844256,5,3,4
844257,5,5,3
844258,4,4,4
844259,5,4,2
844260,5,4,2
844261,5,4,2
844262,5,4,2
844263,5,4,2
844264,4,5,5
844265,6,4,2
844266,5,4,2
844267,5,4,2
844268,5,4,2
844269,4,3,4
844270,5,3,2
844271,5,3,5
844272,5,4,4
844273,5,4,2
844274,6,4,3
844275,6,4,3
844276,5,3,4
844277,5,3,1
844278,5,4,0
844279,6,4,2
844280,6,4,2
844281,6,4,1
844282,5,4,5
844283,5,4,4
844285,5,3,5
844286,5,4,4
844287,5,3,2
844288,6,4,2
844289,6,3,3
844290,6,4,2
844291,5,4,0
844292,6,4,2
844293,6,4,2
844294,5,4,0
844295,6,3,3
844296,5,3,1
844297,5,3,1
844298,5,3,4
844299,5,4,4
844300,5,4,4
844301,5,4,3
844302,5,3,4
844303,6,5,3
844304,5,4,6
844305,3,5,7
844306,6,4,3
844307,5,4,4
844308,4,5,6
844309,6,4,3
844310,6,2,3
844311,6,5,3
844312,4,5,6
844313,5,3,5
844314,6,4,4
844315,5,4,5
844316,5,5,5
844317,6,4,4
844318,6,5,4
844319,5,5,6
844320,5,3,5
844321,6,3,4
844322,6,5,4
844323,5,3,4
844324,6,5,4
844325,5,5,5
844326,6,5,4
844327,4,4,6
844328,3,5,7
844329,6,5,3
844330,5,4,6
844331,6,5,4
844332,6,4,3
844333,5,5,5
844334,6,5,3
844335,6,5,5
844336,5,5,6
844337,6,4,3
844338,4,5,6
844339,5,3,4
844340,5,4,5
845576,2,5,1
845577,1,5,3
845578,2,5,1
845579,1,5,3
845580,2,5,1
845581,1,5,3
845582,2,5,1
845583,1,5,3
845584,2,5,1
845585,1,5,3
845586,2,5,1
845587,1,5,3
845588,2,5,1
845589,1,5,2
845590,2,5,1
845591,1,5,2
845592,2,5,2
845593,1,5,3
845594,2,5,2
845595,1,5,3
845596,2,5,2
845597,1,5,3
845598,2,5,1
845599,1,5,3
845600,2,5,2
845601,1,5,3
845602,2,5,2
845603,1,5,3
845604,2,5,2
845605,1,5,3
845606,2,5,1
845607,1,5,3
847503,3,5,2
847504,2,5,2
847506,3,5,2
847507,2,5,2
847508,3,5,2
847509,1,5,3
847510,3,4,2
847511,2,5,2
847512,3,5,2
847513,2,5,2
847514,3,5,2
847515,2,5,2
847516,3,5,2
847517,2,5,2
847518,3,5,2
847519,2,5,2
847520,3,5,2
847521,2,5,2
847522,3,5,2
847523,2,5,2
847524,2,5,2
847525,2,5,2
847526,1,5,2
847527,2,5,2
847528,2,5,2
847529,1,5,2
847530,2,5,1
847531,2,5,2
847532,2,5,3
847533,2,5,3
847534,2,5,3
847535,2,5,3
847536,2,5,3
847537,2,5,3
847538,2,5,3
847540,1,5,2
847542,1,5,2
847545,1,5,2
847546,2,6,2
847547,2,5,2
847548,2,5,2
847550,2,5,2
847551,2,5,2
847552,2,5,2
847553,2,5,2
847554,2,5,2
847555,2,5,2
847556,2,5,3
847557,2,5,2
847558,2,5,2
847559,2,5,3
847560,2,5,2
847561,2,5,2
847562,2,5,2
847563,2,5,3
847564,2,5,3
847565,2,5,2
847566,2,5,2
847567,2,5,2
847568,2,5,2
847569,2,5,2
847570,2,5,2
847571,2,5,3
847572,2,5,2
847573,2,5,2
847574,2,5,2
847575,2,5,2
847576,2,5,2
847577,2,5,2
847578,2,5,2
847579,2,5,2
847580,2,5,2
847581,2,5,3
847582,2,5,2
847583,1,5,3
847584,2,5,2
847585,2,5,2
847586,1,5,3
847587,2,5,2
847588,0,5,3
847589,2,5,2
847590,1,5,2
847591,2,5,2
847592,2,5,2
847594,2,5,2
847595,2,5,2
847597,1,5,2
847598,1,5,3
847599,2,5,2
847600,1,5,2
847601,1,5,3
847602,2,5,2
847603,2,5,2
847604,2,5,2
847605,2,5,2
847606,1,5,2
847607,2,5,2
847609,3,5,2
847610,2,5,2
847611,1,5,2
847612,2,5,2
847613,1,5,2
847614,2,5,2
847615,1,5,2
847616,3,5,2
847617,1,5,2
847618,3,5,2
847619,1,5,2
847620,1,5,2
847621,2,5,2
847622,1,5,2
847623,2,5,2
847624,1,5,2
847625,2,5,2
847626,1,5,2
847627,2,5,2
847628,2,5,2
847629,2,5,2
847630,1,5,2
847631,3,5,2
847656,3,5,2
847659,2,5,3
847662,2,5,2
847666,2,5,3
847667,3,5,2
847668,2,5,3
847669,3,5,2
847670,3,4,2
847675,2,5,2
847676,3,5,3
847677,3,5,2
847678,2,5,2
847681,2,5,2
847682,3,5,3
847734,2,4,2
847735,2,5,2
847736,2,4,2
847737,3,5,2
847738,2,5,3
847739,3,5,2
847740,2,5,2
847741,2,5,2
847742,2,5,3
847743,2,5,3
847744,3,5,2
847745,2,4,3
847746,3,4,2
847747,2,4,3
847748,2,5,2
847749,2,5,3
847750,2,4,2
847751,2,5,3
847752,3,5,2
847753,2,5,3
847754,3,5,2
847755,2,5,3
847756,2,5,2
847757,1,5,3
847758,2,5,3
847759,3,5,2
847760,2,5,3
847761,3,5,2
847762,2,5,3
847763,2,5,2
847764,2,5,3
847765,2,5,2
847766,2,5,2
847767,1,5,3
847768,2,5,2
847769,2,4,2
847770,2,5,2
847771,1,5,2
847772,2,5,3
847773,2,5,3
847774,2,5,3
847775,2,5,3
847776,2,5,2
847777,2,5,3
847778,2,4,3
847779,2,5,2
847780,2,5,2
847781,1,5,3
847782,2,5,2
847783,1,5,3
847784,3,4,2
847785,3,5,2
847786,1,5,3
847787,1,5,3
847788,2,5,2
847789,1,5,2
847790,2,5,2
847791,1,5,2
847793,1,5,2
847794,2,5,2
847795,1,5,3
847796,2,5,2
847797,1,5,3
847800,1,5,3
847801,2,5,2
847802,1,5,2
847803,2,5,2
847804,1,5,3
847805,3,5,2
847806,1,5,2
847807,3,5,2
847808,1,5,3
847809,3,5,2
847810,1,5,2
847811,3,5,2
847812,1,5,2
847813,3,5,2
847814,1,5,3
847815,3,5,2
847816,1,5,2
847817,3,5,2
847818,1,5,3
847819,3,5,2
847820,1,4,3
847821,3,5,2
847822,1,5,3
847823,2,5,2
847824,1,5,3
847825,2,4,2
847826,1,5,2
847828,1,5,3
847829,2,5,2
847830,1,5,2
847831,2,5,2
847832,1,5,3
847833,2,4,2
847834,1,5,3
847835,2,5,2
847836,2,5,2
847837,2,5,2
847838,3,5,2
847839,2,5,2
847840,2,5,2
847841,2,5,2
847842,2,5,2
847843,2,5,2
847844,2,5,2
847845,2,5,2
847846,2,5,2
847848,2,5,3
847849,2,5,3
847851,2,5,3
847852,2,5,3
847853,2,4,3
847855,2,5,2
847856,2,5,3
847857,2,5,2
847858,2,5,2
847859,2,5,2
847860,2,5,2
848373,2,5,3
848374,2,5,2
849149,3,5,4
849150,4,5,2
849151,3,6,4
849152,4,5,2
849153,2,6,4
849154,4,5,3
849155,3,5,2
849156,3,5,3
849157,2,5,4
849158,3,5,3
849159,3,5,4
849160,3,5,2
849161,3,5,3
849162,3,6,5
849163,2,6,5
849164,3,6,4
849165,3,7,4
849166,3,6,5
849167,3,6,4
849168,3,5,4
849169,2,6,4
849170,2,5,4
849172,3,5,4
849174,3,5,4
849176,4,5,4
849180,2,6,5
849181,3,5,4
849182,3,4,4
849183,3,7,4
849184,3,5,5
849185,3,6,4
849186,3,6,4
849187,4,6,4
849188,3,5,4
849189,4,5,4
849190,4,6,4
849191,3,5,5
849192,4,6,5
849193,3,6,4
849194,3,4,4
849195,3,5,4
849196,3,6,4
849197,3,5,4
849198,2,6,4
849199,3,7,4
849200,3,6,4
849201,3,6,4
849202,4,7,4
849203,4,5,4
849204,4,6,4
849205,3,6,4
849206,3,7,5
849207,3,7,5
849208,4,5,4
849209,3,6,5
849210,3,5,4
849211,3,7,4
849212,4,6,4
849213,4,6,5
849214,3,6,4
849215,3,6,4
849216,2,5,4
849217,2,5,4
849218,2,6,4
849219,3,6,4
849220,2,5,5
849221,2,5,4
849222,3,6,5
849223,3,6,5
849224,3,5,4
849225,1,6,4
849226,4,5,4
849227,2,5,5
849228,3,6,4
849229,2,6,4
849230,3,6,3
849231,3,6,4
849232,3,6,3
849233,3,6,4
849234,3,6,3
849235,2,5,5
849236,3,5,4
849237,3,6,4
849238,2,5,5
849239,3,5,4
849240,2,5,4
849241,3,5,4
849242,2,5,4
849243,3,5,4
849244,3,5,4
849245,2,5,4
849246,3,6,4
849247,2,5,4
849248,3,6,4
849249,3,5,4
849250,3,7,4
849251,3,5,4
849252,3,7,4
849253,3,5,5
849254,3,7,4
849255,3,4,4
849256,3,4,4
849257,2,5,4
849258,3,4,4
849259,3,5,4
849260,2,5,5
849261,2,6,4
849262,3,6,4
849263,2,5,4
849264,3,5,4
849265,2,6,4
849266,4,7,4
849267,4,7,4
849268,4,7,4
849269,4,5,4
849270,4,7,4
849271,4,7,4
849272,4,7,4
849273,4,7,4
849274,3,6,4
849275,4,6,4
849276,4,6,4
849277,4,6,4
849278,4,6,4
849279,4,5,5
849281,3,6,5
849282,4,6,4
849283,3,6,4
849284,4,6,4
849285,4,6,4
849286,4,6,4
849287,4,6,4
849288,4,6,4
849289,4,6,4
849290,4,6,4
849291,4,6,4
849292,4,6,4
849293,4,6,4
849294,4,6,5
849295,4,6,5
849296,4,6,4
849297,4,6,4
849298,4,6,4
849299,4,6,4
849300,4,6,4
849301,4,6,4
849302,4,6,4
849303,5,6,4
849304,4,6,4
849305,4,6,4
849306,4,6,4
849307,4,7,4
849308,4,6,4
849309,4,7,4
849310,4,6,4
849311,4,6,4
849312,4,5,4
849313,4,5,4
849314,4,5,4
849315,4,5,4
849316,4,6,4
849317,3,6,3
849318,3,6,4
849319,3,6,4
849320,3,5,4
849321,3,7,4
849322,4,5,4
849323,3,7,4
849324,3,4,4
849325,3,7,4
849326,3,5,4
849327,3,6,4
849329,3,5,4
849330,4,7,4
849331,3,6,3
849332,4,7,3
849333,3,4,4
849334,4,7,3
849335,3,4,3
849336,3,6,4
849337,3,5,4
849338,3,5,4
849339,4,6,4
849340,3,6,4
849341,4,7,3
849342,3,4,3
849343,4,7,3
849344,3,5,3
849345,4,7,3
849346,4,7,4
849347,3,4,4
849348,4,7,4
849349,4,5,4
849350,3,6,3
849351,3,4,3
849352,4,7,4
849353,3,4,4
849354,4,7,3
849355,3,4,4
849356,3,6,3
849357,3,7,4
849358,4,7,4
849359,3,4,4
849360,4,7,3
849361,3,4,4
849362,3,7,3
849363,4,7,3
849364,3,4,3
849365,3,5,4
849366,3,5,4
849367,3,5,4
849368,4,6,4
849760,2,5,2
849761,2,5,3
849762,2,5,3
849764,2,5,3
849765,2,5,2
849766,2,5,3
849767,2,5,2
849770,2,5,3
849771,2,5,3
849772,2,5,2
849773,2,5,3
849775,2,5,3
849776,2,5,3
849777,2,5,3
849778,2,5,3
849781,2,5,2
849782,2,5,3
849784,2,5,3
849785,2,5,3
849786,2,5,3
849787,2,5,3
849789,2,5,3
849790,2,5,3
849791,2,5,3
849792,2,5,3
849793,2,5,3
849794,2,5,3
849796,2,5,3
849798,2,5,3
849799,2,5,3
849800,2,5,3
849801,2,5,3
849802,1,5,2
849803,2,5,2
849805,2,5,2
849806,2,5,3
849808,2,5,2
849809,3,5,2
849811,3,5,2
849812,2,5,2
849813,3,5,2
849814,2,5,2
849815,3,5,2
849816,2,5,3
849817,3,5,2
849818,2,5,3
849819,3,5,2
849821,3,5,2
849822,1,5,3
849823,3,5,2
849824,2,5,3
849825,3,5,2
849826,1,5,3
849827,2,5,2
849828,1,5,3
849829,3,5,2
849830,1,5,3
849832,1,5,3
849833,3,5,2
849834,1,5,3
849835,3,5,2
849836,1,5,3
849837,2,5,2
849838,2,5,4
849839,2,5,2
849840,1,5,4
849841,2,5,2
849842,2,5,3
849843,2,5,2
849844,1,5,3
849845,3,5,2
849846,2,5,3
849847,3,5,2
849848,2,5,3
849849,2,5,2
849850,2,5,3
849851,3,5,2
849852,1,5,3
849853,2,5,2
849855,2,5,2
851030,2,6,3
851031,2,6,3
851032,2,6,3
851033,2,6,3
851034,2,6,3
851035,2,6,3
851036,1,6,3
851037,2,6,3
851038,3,6,3
851039,2,6,2
851040,3,6,3
851041,3,6,3
851042,2,6,3
851043,2,6,2
851044,2,6,2
851045,2,6,3
851046,2,6,3
851047,2,6,2
851048,2,6,2
851049,2,6,3
851050,3,6,3
851053,3,6,3
851054,3,6,2
851055,3,6,3
851056,2,6,3
851057,3,6,3
851058,3,6,3
851059,2,6,3
851060,2,6,2
851062,3,6,2
851063,3,6,2
851064,2,6,2
851065,3,6,2
851066,3,6,2
851067,3,6,2
851068,3,6,3
851069,2,6,3
852631,2,5,3
852632,2,5,3
852633,2,5,3
852634,2,5,3
852635,2,5,3
852636,2,6,3
852637,2,5,3
852638,2,5,3
852639,2,5,3
852640,3,6,3
852641,2,6,3
852642,3,5,3
852643,3,6,3
852644,2,6,3
852645,2,6,3
852646,3,6,3
852647,2,5,3
852648,2,6,3
852649,2,6,3
852650,2,5,3
852651,2,6,3
852652,2,6,3
852653,2,5,3
852654,2,6,3
852655,3,5,3
852656,2,5,3
852657,2,5,3
852658,3,6,3
852659,2,6,3
852660,2,6,2
852661,2,6,2
852663,2,6,2
852664,2,6,3
852665,2,6,3
852666,2,5,2
852668,2,6,2
852669,2,6,3
852670,2,6,2
852671,1,5,3
852673,1,6,3
852674,2,6,2
852675,2,6,3
852676,2,4,4
852677,2,6,3
852678,1,6,3
852679,2,6,3
852680,2,6,3
852681,2,5,3
852682,1,6,3
852683,2,6,3
852684,2,6,4
852685,2,6,3
852686,2,6,3
852687,2,6,3
852688,2,6,3
852689,2,6,2
852691,2,6,3
852692,2,6,2
852693,2,6,3
852694,2,6,3
852695,2,6,3
852696,2,6,3
852697,2,6,3
852698,2,6,2
852699,2,6,3
852700,2,6,3
852701,1,1,2
852702,2,6,2
852703,2,6,2
852704,2,5,2
852705,2,5,2
852706,2,6,3
852707,2,6,3
852709,2,6,3
852710,2,6,3
852711,2,6,3
852712,2,6,3
852713,2,6,2
852714,2,5,3
852715,2,5,3
852716,3,5,3
852717,2,5,4
852718,3,5,3
852719,2,5,3
852720,2,5,3
852721,2,5,3
852722,3,5,2
852723,3,5,4
852724,2,5,3
852725,1,5,2
852726,2,5,3
852727,3,5,3
852728,2,5,3
852730,1,5,2
852731,2,5,3
852732,2,5,3
852733,2,5,4
852734,3,5,4
852737,1,5,2
852738,2,5,2
852739,2,5,3
852740,2,5,3
852741,2,5,3
852742,2,5,3
852744,1,5,2
852745,2,5,3
852746,2,5,3
852747,2,5,3
852748,2,5,3
852749,3,5,2
852750,3,5,3
852751,2,5,3
852752,2,5,2
852753,3,5,3
852754,3,5,3
852755,3,5,2
852756,3,5,2
852757,2,5,3
852758,3,5,3
852759,2,5,2
852760,3,6,2
852761,2,5,3
852762,4,3,4
852763,2,5,2
852764,2,6,3
852767,2,5,3
852768,2,5,3
852769,2,5,3
852770,2,5,3
852771,3,5,3
852772,2,5,3
852773,2,5,3
852774,2,5,3
852775,2,5,3
852776,2,5,3
852777,2,5,3
852778,3,5,3
852779,2,5,2
852780,2,5,2
852781,2,5,3
852782,2,5,3
852783,2,5,3
852784,3,5,3
852785,3,5,3
852786,3,5,3
852787,2,5,2
852789,3,5,3
852790,3,5,3
852791,2,5,3
852792,2,5,3
852793,2,6,2
852795,2,6,3
852797,2,5,3
852798,2,6,3
852799,3,5,2
852800,2,6,2
852801,2,5,3
852802,3,5,3
852803,3,5,3
852804,2,5,2
852805,2,5,1
852806,2,6,3
852807,2,5,3
852808,2,5,2
852809,2,5,3
852812,2,5,3
852813,2,5,3
852814,2,5,3
852815,2,5,3
852816,2,5,3
852818,2,6,3
852819,2,5,3
852820,2,5,3
852821,4,3,4
852822,2,5,3
852823,2,5,3
852824,2,5,3
852825,1,5,3
852826,2,5,3
852827,2,5,3
852828,2,5,3
852829,3,5,3
852830,2,5,3
852831,2,5,3
852832,2,5,3
852833,2,3,3
852834,2,5,3
852835,2,5,3
852836,2,5,3
852837,2,5,3
852838,2,5,2
852839,2,5,2
852840,2,5,3
852841,2,5,3
852842,3,5,3
852843,2,5,2
852844,3,5,2
852846,3,5,3
852847,2,5,3
852848,2,5,3
852849,2,5,3
852850,2,5,3
852851,2,5,3
852852,2,5,3
852854,3,5,2
852855,2,5,3
852856,3,5,2
852857,3,5,2
852858,3,5,2
852860,4,3,5
852861,2,5,3
852862,2,4,3
852863,2,5,3
852864,2,5,4
852865,2,5,3
852866,2,5,3
852867,2,5,3
852868,2,5,3
852870,3,5,2
852871,2,5,3
852872,2,5,4
852874,1,5,3
852875,2,5,3
852876,2,5,3
852877,2,5,3
852878,2,5,3
852879,2,5,3
852881,2,5,3
852882,2,5,3
852883,3,3,4
852884,1,5,4
852885,2,5,3
852886,2,5,3
852887,2,5,3
852889,2,5,4
852890,2,5,3
852891,2,5,3
852892,2,6,3
852893,2,5,4
852894,2,5,3
852896,2,5,3
852897,2,5,3
852898,3,5,3
852899,4,6,2
852901,4,6,2
852902,4,6,2
852903,2,5,3
852904,2,5,3
852905,2,5,3
852906,2,5,3
852907,1,5,3
852909,2,5,3
852910,2,5,3
852911,2,5,3
852912,2,4,3
852913,2,5,3
852914,2,4,4
852915,3,5,3
852916,2,5,3
852917,2,6,3
852918,1,5,4
852919,2,5,3
852920,2,5,3
852995,4,6,2
852996,3,7,2
852997,4,6,2
852998,4,6,2
852999,3,6,3
853000,4,5,2
853001,4,6,2
853002,2,5,4
853003,2,6,3
853004,2,6,3
853005,2,6,3
853006,2,6,3
853007,2,6,3
853008,2,6,3
853010,2,6,4
853012,2,6,3
853013,2,6,3
853014,2,6,3
853015,2,6,3
853017,2,6,3
853018,2,6,3
853019,2,6,3
853020,2,6,3
853022,2,6,2
853023,2,6,2
853024,3,6,2
853025,2,6,3
853026,2,6,3
853288,7,6,2
853289,4,6,6
853290,7,6,2
853294,7,5,3
853295,6,6,5
853306,7,6,3
853310,7,6,4
853329,4,6,6
853338,6,6,3
853345,7,6,3
853346,7,6,3
853348,7,5,2
853356,5,6,6
853358,6,6,3
853371,4,6,7
853372,3,6,7
853373,3,6,7
853374,5,6,6
853376,5,5,6
853377,4,5,7
853378,6,6,5
853379,5,6,6
853380,4,6,7
853381,6,5,4
853382,3,6,7
853383,6,6,5
853384,4,6,7
853385,4,6,7
853386,6,5,5
853387,4,6,6
853389,5,6,6
853390,4,6,7
853391,4,6,7
853392,5,6,6
853394,5,5,6
853395,5,5,6
853396,5,6,6
856684,2,5,4
856685,2,5,3
856686,2,5,2
856689,6,0,4
856690,7,0,3
856691,6,2,3
856692,2,5,2
856693,2,5,2
856694,2,5,2
856696,2,5,3
856699,3,3,3
856700,7,1,3
856701,5,2,3
856702,1,5,3
856703,1,5,2
856704,2,2,5
856705,1,2,4
856706,5,0,3
856707,2,6,2
856708,2,6,2
856710,5,3,3
856711,4,2,3
856712,2,6,2
856713,2,5,3
856714,3,5,2
856715,6,1,3
856716,3,5,2
856717,7,1,3
856718,2,5,2
856719,1,5,3
856720,1,5,2
856721,2,6,3
856723,2,5,2
856725,2,6,3
856726,2,5,2
856727,2,6,3
856729,2,6,3
856731,2,6,2
856732,2,6,2
856733,2,6,3
856735,2,5,3
856736,2,5,2
856737,2,6,2
856738,2,5,2
856739,2,4,3
856740,2,5,3
856741,1,6,3
856742,2,5,2
856744,2,5,3
856745,2,6,3
856746,1,6,3
856747,1,6,3
856748,2,5,3
856749,2,6,2
856750,2,6,3
856751,2,6,3
856753,2,5,3
856754,2,6,3
856755,1,6,3
856757,1,6,3
856758,2,6,3
856761,2,5,3
856763,2,5,3
856764,1,5,2
856765,2,6,2
856766,2,4,3
856767,2,6,3
856768,2,6,3
856769,2,6,2
856770,2,5,3
856771,2,5,2
856772,3,4,3
856773,3,3,3
856774,2,5,3
856775,3,5,2
856776,2,5,3
856777,3,5,2
856778,3,5,2
856780,3,6,2
856781,3,5,2
856782,5,2,3
856783,3,6,2
856784,4,3,3
856785,2,6,2
856786,2,6,2
856787,4,3,3
856788,4,3,3
856789,5,3,4
856791,2,5,3
856793,4,3,3
856796,5,3,3
856797,5,2,4
856798,2,6,3
856800,5,2,3
856801,2,6,3
856803,2,6,2
856804,5,1,4
856805,4,3,2
856806,3,3,3
856807,2,5,2
856808,2,3,2
856809,2,6,3
856810,5,3,4
856811,4,3,3
856812,2,5,3
856815,3,6,2
856816,4,2,4
856817,5,2,4
856819,2,6,3
856821,2,6,3
856860,2,6,4
856863,2,3,3
856864,2,6,3
856865,2,6,2
856868,2,6,2
856871,2,6,3
856874,2,6,3
856880,2,6,3
856882,3,6,2
856889,2,6,3
856894,3,6,2
856910,2,6,3
862381,1,3,2
862382,2,3,2
862383,1,3,2
862384,1,3,2
862385,2,3,3
862386,1,3,3
862387,0,3,3
862388,1,3,3
862389,2,3,3
862390,1,3,2
862391,1,3,2
862392,2,3,2
862393,1,3,3
862394,1,3,2
862395,2,3,2
